Time,FL Speed,FR Speed,FA Speed,RL Speed,RR Speed,RA Speed,dA Speed,dA* Speed,Distance,Average Acceleration,Steering Angle,Steering Speed,TCS OFF Switch,TCS OFF Status,TCS Action,ABD Action,ABS Pump,RPM,APP,TPS,ECT,IAT,ECT offset,Brake On,Fan State,Torque ABS1,Torque ABS2,Torque ECM1,Torque ECM3,ABS Sensors Failure,Speed Stage,Distance Stage,Current Gear,Shift Light,Emergency Blinker,
42.57,40.71,40.26,40.48,40.59,40.14,40.37,0.10,0.33,279.16,-1.13,10,31,0,0,0,0,0,19.55,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.60,40.26,39.92,40.03,40.59,40.14,40.37,-0.33,-0.11,279.38,-1.12,8,27,0,0,0,0,0,19.46,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.62,40.26,39.92,40.03,40.26,40.03,40.14,-0.11,0.10,279.61,-1.13,6,23,0,0,0,0,0,19.46,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.64,39.92,39.92,39.92,40.26,39.81,40.03,-0.11,-0.11,280.01,-1.13,3,23,0,0,0,0,0,19.46,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.66,39.92,39.92,39.92,40.26,39.81,40.03,-0.11,-0.11,280.01,-1.13,1,22,0,0,0,0,0,19.27,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.68,39.92,39.92,39.92,40.26,39.81,40.03,-0.11,-0.11,280.01,-1.13,0,19,0,0,0,0,0,19.25,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.70,39.58,39.36,39.47,39.58,39.47,39.47,0.00,0.10,280.51,-1.14,-1,16,0,0,0,0,0,19.22,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.72,39.58,39.36,39.47,39.58,39.47,39.47,0.00,0.10,280.51,-1.14,-2,13,0,0,0,0,0,19.08,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.74,39.25,39.36,39.25,39.25,39.25,39.25,0.00,0.10,280.96,-1.15,-3,9,0,0,0,0,0,19.01,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.76,39.36,39.14,39.25,39.25,39.25,39.25,0.00,0.10,281.17,-1.14,-3,5,0,0,0,0,0,18.92,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.78,38.80,38.80,38.80,38.91,39.02,38.91,-0.11,-0.11,281.39,-1.16,-4,2,0,0,0,0,0,18.76,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.80,38.80,38.80,38.80,38.91,39.02,38.91,-0.11,-0.11,281.39,-1.16,-4,0,0,0,0,0,0,18.73,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.82,38.57,38.80,38.69,38.69,38.80,38.69,0.00,0.10,281.82,-1.16,-4,0,0,0,0,0,0,18.67,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.84,38.46,38.57,38.46,38.57,38.69,38.57,-0.11,0.00,282.03,-1.16,-3,3,0,0,0,0,0,18.64,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.86,38.12,38.35,38.24,38.35,38.57,38.46,-0.22,-0.11,282.25,-1.16,-3,4,0,0,0,0,0,18.61,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.88,38.12,38.35,38.24,38.35,38.57,38.46,-0.22,-0.11,282.25,-1.16,-3,5,0,0,0,0,0,18.50,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.90,37.67,38.24,37.90,37.90,38.12,38.01,-0.11,0.22,282.67,-1.17,-3,3,0,0,0,0,0,18.39,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.92,37.67,37.57,37.57,37.67,38.01,37.79,-0.22,-0.11,282.89,-1.18,-2,1,0,0,0,0,0,18.26,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.94,37.67,37.57,37.57,37.67,38.01,37.79,-0.22,-0.11,282.89,-1.18,-2,1,0,0,0,0,0,18.11,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.96,37.23,37.23,37.23,37.23,37.57,37.34,-0.11,-0.11,283.31,-1.19,-2,1,0,0,0,0,0,18.09,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
42.98,37.00,37.34,37.12,37.12,37.23,37.12,0.00,0.22,283.52,-1.19,-2,2,0,0,0,0,0,17.92,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.00,36.78,37.00,36.89,36.78,37.12,36.89,0.00,0.10,283.73,-1.20,-2,1,0,0,0,0,0,17.84,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.02,36.78,37.00,36.89,36.78,37.12,36.89,0.00,0.10,283.73,-1.20,-2,1,0,0,0,0,0,17.75,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.04,36.33,36.55,36.44,36.44,36.55,36.44,0.00,0.10,284.14,-1.21,-2,2,0,0,0,0,0,17.66,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.06,36.10,36.33,36.22,36.00,36.44,36.22,0.00,0.10,284.34,-1.22,-2,0,0,0,0,0,0,17.57,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.08,35.88,35.88,35.88,35.77,36.22,36.00,-0.11,-0.11,284.54,-1.23,-2,0,0,0,0,0,0,17.43,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.10,35.88,35.88,35.88,35.77,36.22,36.00,-0.11,-0.11,284.54,-1.23,-2,0,0,0,0,0,0,17.33,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.12,35.32,35.88,35.55,35.43,35.55,35.43,0.10,0.44,284.94,-1.24,-2,1,0,0,0,0,0,17.22,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.14,35.21,35.43,35.32,35.21,35.43,35.32,0.00,0.10,285.14,-1.24,-2,2,0,0,0,0,0,17.11,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.16,34.98,35.32,35.10,34.98,35.21,35.10,0.00,0.22,285.34,-1.25,-1,2,0,0,0,0,0,16.95,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.18,34.87,34.87,34.87,34.65,34.87,34.76,0.10,0.10,285.55,-1.26,-1,3,0,0,0,0,0,16.87,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.20,34.65,34.87,34.76,34.42,34.65,34.53,0.22,0.33,285.73,-1.26,-1,1,0,0,0,0,0,16.76,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.22,34.09,34.65,34.31,34.31,34.42,34.31,0.00,0.33,285.93,-1.27,-1,0,0,0,0,0,0,16.57,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.24,33.86,33.86,33.86,33.86,34.20,33.98,-0.11,-0.11,286.11,-1.28,-1,0,0,0,0,0,0,16.54,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.26,33.64,33.86,33.75,33.64,33.98,33.75,0.00,0.10,286.31,-1.28,-1,1,0,0,0,0,0,16.34,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.28,33.41,33.64,33.53,33.41,33.64,33.53,0.00,0.10,286.49,-1.29,-1,1,0,0,0,0,0,16.21,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.30,33.30,33.30,33.30,33.19,33.41,33.30,0.00,0.00,286.68,-1.30,-1,1,0,0,0,0,0,16.10,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.32,33.19,33.30,33.19,32.97,33.08,32.97,0.22,0.33,286.86,-1.30,-1,1,0,0,0,0,0,15.96,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.34,32.52,32.74,32.63,32.74,32.97,32.85,-0.22,-0.11,287.05,-1.30,-1,0,0,0,0,0,0,15.83,0,4,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.36,32.52,32.74,32.63,32.41,32.63,32.52,0.10,0.22,287.23,-1.32,-1,1,0,0,0,0,0,15.75,0,3,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.38,32.07,32.63,32.29,32.18,32.41,32.29,0.00,0.33,287.41,-1.32,-1,1,0,0,0,0,0,15.63,0,3,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.40,31.84,32.29,32.07,31.96,32.07,31.96,0.10,0.33,287.59,-1.33,-1,1,0,0,0,0,0,15.54,0,3,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.42,31.62,31.62,31.62,31.84,31.84,31.84,-0.22,-0.22,287.77,-1.33,-1,1,0,0,0,0,0,15.42,0,3,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.44,31.28,31.06,31.17,31.40,31.62,31.51,-0.33,-0.22,287.94,-1.34,-2,1,0,0,0,0,0,15.31,0,3,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.46,31.28,31.40,31.28,31.17,31.40,31.28,0.00,0.10,288.12,-1.35,-2,2,0,0,0,0,0,15.18,0,3,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.48,30.95,30.95,30.95,30.95,31.06,30.95,0.00,0.00,288.30,-1.35,-2,2,0,0,0,0,0,15.07,0,3,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.50,30.72,30.95,30.83,30.61,30.83,30.72,0.10,0.22,288.47,-1.36,-2,2,0,0,0,0,0,14.91,0,3,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.52,30.39,30.72,30.50,30.39,30.61,30.50,0.00,0.22,288.64,-1.37,-2,3,0,0,0,0,0,14.81,0,3,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.54,30.16,29.94,30.05,30.16,30.39,30.27,-0.22,-0.11,288.81,-1.37,-3,3,0,0,0,0,0,14.61,0,3,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.56,29.83,30.50,30.16,29.94,30.16,30.05,0.10,0.44,288.98,-1.37,-3,4,0,0,0,0,0,14.51,0,3,100,68,0,1,3,250,250,29,29,0,1,3,2,0,0,
43.58,29.49,29.71,29.60,29.60,29.83,29.71,-0.11,0.00,289.15,-1.38,-3,3,0,0,0,0,0,14.33,0,3,100,68,0,1,3,250,250,30,30,0,1,3,2,0,0,
43.60,29.15,29.49,29.26,29.38,29.60,29.49,-0.22,0.00,289.31,-1.39,-3,3,0,0,0,0,0,14.22,0,3,100,68,0,1,3,250,250,30,30,0,1,3,2,0,0,
43.62,28.93,29.38,29.15,29.15,29.26,29.15,0.00,0.22,289.48,-1.40,-4,3,0,0,0,0,0,14.12,0,3,100,68,0,1,3,250,250,30,30,0,1,3,2,0,0,
43.64,28.93,29.38,29.15,29.15,29.26,29.15,0.00,0.22,289.48,-1.40,-4,2,0,0,0,0,0,13.98,0,3,100,68,0,1,3,250,250,30,30,0,1,3,2,0,0,
43.66,28.37,29.04,28.71,28.59,28.71,28.59,0.10,0.44,289.80,-1.41,-4,2,0,0,0,0,0,13.88,0,3,100,68,0,1,3,250,250,30,30,0,1,3,2,0,0,
43.68,28.37,28.48,28.37,28.26,28.48,28.37,0.00,0.10,289.96,-1.42,-4,3,0,0,0,0,0,13.76,0,3,100,68,0,1,3,250,250,30,30,0,1,3,2,0,0,
43.70,27.92,28.03,27.92,27.92,28.26,28.03,-0.11,0.00,290.12,-1.42,-4,0,0,0,0,0,0,13.66,0,3,100,68,0,1,3,250,250,30,30,0,1,3,2,0,0,
43.72,27.81,28.03,27.92,27.58,27.92,27.69,0.22,0.33,290.30,-1.43,-4,1,0,0,0,0,0,13.59,0,3,100,68,0,1,3,250,250,30,30,0,1,3,2,0,0,
43.74,27.69,27.69,27.69,27.47,27.58,27.47,0.22,0.22,290.43,-1.44,-4,0,0,0,0,0,0,13.34,0,3,100,68,0,1,3,250,250,30,30,0,1,3,2,0,0,
43.76,26.91,27.47,27.14,27.25,27.47,27.36,-0.22,0.10,290.58,-1.44,-4,0,0,0,0,0,0,13.25,0,3,100,68,0,1,3,250,250,30,30,0,1,3,2,0,0,
43.78,26.91,27.14,27.02,26.91,27.14,27.02,0.00,0.10,290.73,-1.45,-4,2,0,0,0,0,0,13.11,0,3,100,68,0,1,3,250,250,30,30,0,1,3,2,0,0,
43.80,26.69,26.91,26.80,26.69,26.80,26.69,0.10,0.22,290.89,-1.46,-4,1,0,0,0,0,0,12.86,0,3,100,68,0,1,3,250,250,30,30,0,1,3,2,0,0,
43.82,26.35,26.46,26.35,26.46,26.69,26.57,-0.22,-0.11,291.03,-1.46,-4,3,0,0,0,0,0,12.72,0,3,100,68,0,1,3,250,250,30,30,0,1,3,2,0,0,
43.84,26.12,26.46,26.24,26.24,26.35,26.24,0.00,0.22,291.18,-1.47,-4,3,0,0,0,0,0,12.50,0,2,100,68,0,1,3,250,250,30,30,0,1,3,3,0,0,
43.86,25.90,26.35,26.12,25.90,26.12,26.01,0.10,0.33,291.33,0.00,-3,3,0,0,0,0,0,12.30,0,2,100,68,0,1,3,250,250,30,30,0,1,3,3,0,0,
43.88,25.79,25.79,25.79,25.67,25.79,25.67,0.10,0.10,291.47,-4.62,-3,3,0,0,0,0,0,12.03,0,2,100,68,0,1,3,250,250,30,35,0,1,3,3,0,0,
43.90,25.45,25.34,25.34,25.45,25.57,25.45,-0.11,0.00,291.62,-3.83,-3,2,0,0,0,0,0,11.51,0,2,100,68,0,1,3,250,250,35,35,0,1,3,3,0,0,
43.92,25.12,25.00,25.00,25.12,25.23,25.12,-0.11,0.00,291.76,-4.08,-3,2,0,0,0,0,0,11.22,0,2,100,68,0,1,3,250,250,37,35,0,1,3,3,0,0,
43.94,25.00,24.89,24.89,25.00,25.12,25.00,-0.11,0.00,291.90,-3.46,-3,0,0,0,0,0,0,10.92,0,2,100,68,0,1,3,250,250,38,35,0,1,3,3,0,0,
43.96,24.67,24.55,24.55,24.55,24.78,24.67,-0.11,0.00,292.04,-3.69,-3,1,0,0,0,0,0,10.65,0,2,100,68,0,1,3,250,250,38,36,0,1,3,3,0,0,
43.98,24.44,24.55,24.44,24.44,24.55,24.44,0.00,0.10,292.17,-3.59,-3,0,0,0,0,0,0,10.34,0,2,100,68,0,1,3,250,250,39,36,0,1,3,3,0,0,
44.00,24.22,24.22,24.22,24.10,24.22,24.10,0.10,0.10,292.31,-3.75,-3,0,0,0,0,0,0,10.02,0,2,100,68,0,1,3,250,250,40,36,0,1,3,3,0,0,
44.02,24.00,24.00,24.00,23.88,24.00,23.88,0.10,0.10,292.45,-3.66,-3,0,0,0,0,0,0,9.72,0,3,100,68,0,1,3,250,250,41,37,0,1,3,3,0,0,
44.04,23.66,23.66,23.66,23.55,23.88,23.66,0.00,0.00,292.58,-3.59,-3,0,0,0,0,0,0,9.39,0,3,100,68,0,1,3,250,250,42,37,0,1,3,3,0,0,
44.06,23.10,22.98,22.98,23.32,23.55,23.43,-0.44,-0.33,292.71,-3.55,-3,0,0,0,0,0,0,9.03,0,3,100,68,0,1,3,250,250,42,37,0,1,3,3,0,0,
44.08,23.10,22.87,22.98,23.10,23.32,23.21,-0.22,-0.11,292.84,-3.50,-3,0,0,0,0,0,0,8.70,0,3,100,68,0,1,3,250,250,42,38,0,1,3,3,0,0,
44.10,22.98,22.87,22.87,22.87,23.10,22.98,-0.11,0.00,292.97,-3.47,-3,0,0,0,0,0,0,8.70,0,3,100,68,0,1,3,250,250,43,38,0,1,3,3,0,0,
44.12,22.20,22.42,22.31,22.53,22.76,22.65,-0.33,-0.22,293.10,-3.55,-3,1,0,0,0,0,0,8.33,0,3,100,68,0,1,3,250,250,44,38,0,1,3,4,0,0,
44.14,22.31,22.42,22.31,22.31,22.53,22.42,-0.11,0.00,293.23,0.00,-3,1,0,0,0,0,0,7.94,0,3,100,68,0,1,3,250,250,45,39,0,1,3,4,0,0,
44.16,22.31,22.20,22.20,22.09,22.31,22.20,0.00,0.10,293.35,-3.12,-3,0,0,0,0,0,0,7.62,0,3,100,68,0,1,3,250,250,45,39,0,1,3,4,0,0,
44.18,21.75,22.20,21.98,21.86,22.09,21.98,0.00,0.22,293.47,-3.09,-3,1,0,0,0,0,0,7.62,0,3,100,68,0,1,3,250,250,46,40,0,1,3,4,0,0,
44.20,21.64,22.20,21.86,21.53,21.86,21.64,0.22,0.55,293.60,-3.60,-2,2,0,0,0,0,0,7.29,0,3,100,68,0,1,3,250,250,47,40,0,1,3,4,0,0,
44.22,21.19,21.75,21.41,21.19,21.64,21.41,0.00,0.33,293.72,-3.47,-2,2,0,0,0,0,0,6.86,0,4,100,68,0,1,3,250,250,49,40,0,1,3,4,0,0,
44.24,21.08,21.41,21.19,20.96,21.41,21.19,0.00,0.22,293.83,-3.39,-2,2,0,0,0,0,0,6.86,0,4,100,68,0,1,3,250,250,49,41,0,1,3,4,0,0,
44.26,21.08,21.30,21.19,20.63,21.19,20.85,0.33,0.44,293.95,-3.60,-2,2,0,0,0,0,0,6.44,0,4,100,68,0,1,3,250,250,50,41,0,1,3,4,0,0,
44.28,20.63,20.63,20.63,20.52,20.96,20.74,-0.11,-0.11,294.07,-3.31,-2,1,0,0,0,0,0,6.04,0,4,100,68,0,1,3,250,250,50,42,0,1,3,4,0,0,
44.30,20.52,20.52,20.52,20.29,20.74,20.52,0.00,0.00,294.19,-3.28,-1,3,0,0,0,0,0,6.04,0,4,100,68,0,1,3,250,250,50,42,0,1,3,4,0,0,
44.32,20.41,20.41,20.41,20.07,20.52,20.29,0.10,0.10,294.30,-3.25,-1,5,0,0,0,0,0,5.68,0,4,100,68,0,1,3,250,250,51,43,0,1,3,5,0,0,
44.34,20.18,20.29,20.18,19.84,20.29,20.07,0.10,0.22,294.41,0.00,-1,9,0,0,0,0,0,5.68,0,4,100,68,0,1,3,250,250,51,43,0,1,3,5,0,0,
44.36,20.18,20.29,20.18,19.84,20.29,20.07,0.10,0.22,294.41,0.00,-1,9,0,0,0,0,0,5.25,0,3,100,68,0,1,3,250,250,52,44,0,1,3,5,0,0,
44.38,19.62,20.07,19.84,19.51,19.73,19.62,0.22,0.44,294.64,-3.09,0,12,0,0,0,0,0,5.07,0,3,100,68,0,1,3,250,250,53,45,0,1,3,5,0,0,
44.40,19.28,19.51,19.39,19.28,19.51,19.39,0.00,0.10,294.75,-3.10,1,13,0,0,0,0,0,5.07,0,3,100,68,0,1,3,250,250,53,46,0,1,3,5,0,0,
44.42,18.95,19.28,19.06,18.95,19.28,19.06,0.00,0.22,294.85,-3.46,3,15,0,0,0,0,0,4.67,0,3,100,68,0,1,3,250,250,55,46,0,1,3,5,0,0,
44.44,18.50,18.83,18.61,18.72,18.95,18.83,-0.22,0.00,294.96,-3.39,4,14,0,0,0,0,0,4.67,0,3,100,68,0,1,3,250,250,55,47,0,1,3,5,0,0,
44.46,18.39,18.50,18.39,18.50,18.61,18.50,-0.11,0.00,295.06,-3.60,5,13,0,0,0,0,0,4.66,0,4,100,68,0,1,3,250,250,55,48,0,1,3,5,0,0,
44.48,17.94,18.16,18.05,18.27,18.39,18.27,-0.22,-0.11,295.16,-3.53,6,12,0,0,0,0,0,4.66,0,3,100,68,0,1,3,250,250,56,48,0,1,3,5,0,0,
44.50,17.94,17.94,17.94,17.83,17.94,17.83,0.10,0.10,295.26,-3.85,7,11,0,0,0,0,0,4.78,0,4,100,68,0,1,3,250,250,56,49,0,1,3,5,0,0,
44.52,17.49,17.94,17.71,17.60,17.71,17.60,0.10,0.33,295.37,-3.77,7,7,0,0,0,0,0,4.78,0,4,100,68,0,1,3,250,250,56,50,0,1,3,5,0,0,
44.54,17.15,17.60,17.38,17.38,17.60,17.49,-0.11,0.10,295.46,-3.55,8,2,0,0,0,0,0,4.90,0,5,100,68,0,1,3,250,250,56,50,0,1,3,5,0,0,
44.56,16.70,17.15,16.93,17.04,17.15,17.04,-0.11,0.10,295.56,-3.78,8,1,0,0,0,0,0,4.90,0,5,100,68,0,1,3,250,250,56,50,0,1,3,4,0,0,
44.58,16.70,16.82,16.70,16.82,17.04,16.93,-0.22,-0.11,295.66,0.00,8,1,0,0,0,0,0,5.06,0,5,100,68,0,1,3,250,250,56,50,0,1,3,4,0,0,
44.60,16.26,16.26,16.26,16.59,16.59,16.59,-0.33,-0.33,295.75,-4.62,7,7,0,0,0,0,0,5.06,0,5,100,68,0,1,3,250,250,57,51,0,1,3,4,0,0,
44.62,16.03,15.92,15.92,16.14,16.26,16.14,-0.22,-0.11,295.84,-5.37,7,8,0,0,0,0,0,5.21,0,5,100,68,0,1,3,250,250,57,52,0,1,3,4,0,0,
44.64,15.92,16.14,16.03,15.92,15.92,15.92,0.10,0.22,295.94,-4.41,6,9,0,0,0,0,0,5.21,0,4,100,68,0,1,3,250,250,57,52,0,1,3,4,0,0,
44.66,15.69,15.92,15.81,15.58,15.36,15.47,0.33,0.44,296.02,-5.01,6,9,0,0,0,0,0,5.45,0,4,100,68,0,1,3,250,250,57,53,0,1,3,4,0,0,
44.68,15.47,15.02,15.25,15.36,14.80,15.02,0.22,0.44,296.10,-5.24,4,10,0,0,0,0,0,5.45,0,4,100,68,0,1,3,250,250,57,53,0,1,3,4,0,0,
44.70,15.02,15.13,15.02,15.02,14.69,14.80,0.22,0.33,296.19,-4.89,4,9,0,0,0,0,0,5.55,0,4,100,68,0,1,3,250,250,57,53,0,1,3,4,0,0,
44.72,14.80,14.80,14.80,14.80,14.46,14.57,0.22,0.22,296.27,-4.62,3,8,0,0,0,0,0,5.55,0,4,100,68,0,1,3,250,250,57,53,0,1,3,4,0,0,
44.75,14.57,14.24,14.35,14.46,14.24,14.35,0.00,0.22,296.35,-4.42,3,3,0,0,0,0,0,5.76,0,3,100,68,0,1,3,250,250,56,54,0,1,3,3,0,0,
44.76,14.24,14.24,14.24,14.24,14.01,14.12,0.10,0.10,296.43,0.00,3,2,0,0,0,0,0,6.00,0,3,100,68,0,1,3,250,250,56,54,0,1,3,3,0,0,
44.78,13.90,13.67,13.79,13.79,13.90,13.79,0.00,0.10,296.51,-4.59,3,0,0,0,0,0,0,6.00,0,3,100,68,0,1,3,250,250,55,55,0,1,3,3,0,0,
44.80,13.67,13.45,13.57,13.57,13.67,13.57,0.00,0.10,296.59,-3.83,3,1,0,0,0,0,0,6.32,0,3,100,68,0,1,3,250,250,55,55,0,1,3,3,0,0,
44.82,13.34,13.23,13.23,13.34,13.34,13.34,-0.11,0.00,296.66,-3.58,3,4,0,0,0,0,0,6.64,0,3,100,68,0,1,3,250,250,55,55,0,1,3,2,0,0,
44.84,13.00,13.12,13.00,13.00,13.23,13.12,-0.11,0.00,296.74,0.00,3,5,0,0,0,0,0,6.64,0,3,100,68,0,1,3,250,250,54,55,0,1,3,2,0,0,
44.86,12.78,12.67,12.67,12.78,12.89,12.78,-0.11,0.00,296.81,-4.62,4,7,0,0,0,0,0,6.89,0,3,100,68,0,1,3,250,250,54,56,0,1,3,2,0,0,
44.88,12.44,12.67,12.55,12.44,12.67,12.55,0.00,0.10,296.88,-3.86,5,7,0,0,0,0,0,7.15,0,3,100,68,0,1,3,250,250,56,56,0,1,3,2,0,0,
44.90,12.22,12.33,12.22,12.22,12.33,12.22,0.00,0.10,296.95,-4.12,5,4,0,0,0,0,0,7.44,0,3,100,68,0,1,3,250,250,55,56,0,1,3,2,0,0,
44.92,11.88,12.22,12.00,12.00,12.00,12.00,0.00,0.22,297.02,-3.83,5,2,0,0,0,0,0,7.44,0,3,100,68,0,1,3,250,250,55,56,0,1,3,2,0,0,
44.94,11.55,11.55,11.55,11.66,11.66,11.66,-0.11,-0.11,297.08,-4.01,5,0,0,0,0,0,0,7.55,0,3,100,68,0,1,3,250,250,55,56,0,1,3,2,0,0,
44.96,11.43,11.43,11.43,11.43,11.43,11.43,0.00,0.00,297.15,-3.85,5,0,0,0,0,0,0,7.68,0,3,100,68,0,1,3,250,250,55,56,0,1,3,2,0,0,
44.98,11.10,10.87,10.98,11.21,11.10,11.10,-0.11,0.00,297.21,-3.97,5,1,0,0,0,0,0,7.78,0,3,100,68,0,1,3,250,250,55,56,0,1,3,2,0,0,
45.00,10.87,11.10,10.98,10.87,10.87,10.87,0.10,0.22,297.27,-3.86,5,3,0,0,0,0,0,7.78,0,3,100,68,0,1,3,250,250,55,56,0,1,3,2,0,0,
45.02,10.65,10.42,10.53,10.65,10.53,10.53,0.00,0.10,297.33,-3.94,5,3,0,0,0,0,0,7.78,0,3,100,68,0,1,3,250,250,55,56,0,1,3,0,0,0,
45.04,10.20,10.20,10.20,10.31,10.31,10.31,-0.11,-0.11,297.39,0.00,4,2,0,0,0,0,0,8.00,0,3,100,68,0,1,3,250,250,55,56,0,1,3,0,0,0,
45.06,9.98,9.86,9.86,10.08,9.98,9.98,-0.11,0.00,297.45,-4.55,4,0,0,0,0,0,0,8.12,0,3,100,68,0,1,3,250,250,56,56,0,1,3,0,0,0,
45.08,9.75,9.75,9.75,9.86,9.75,9.75,0.00,0.00,297.51,-3.84,4,0,0,0,0,0,0,8.21,0,3,100,68,0,1,3,250,250,56,56,0,1,3,0,0,0,
45.10,9.41,9.41,9.41,9.41,9.41,9.41,0.00,0.00,297.56,-4.10,4,0,0,0,0,0,0,8.39,0,3,100,68,0,1,3,250,250,55,56,0,1,3,0,0,0,
45.12,9.41,9.41,9.41,9.41,9.41,9.41,0.00,0.00,297.56,-4.10,4,0,0,0,0,0,0,8.39,0,3,100,68,0,1,3,250,250,55,56,0,1,3,0,0,0,
45.14,9.19,9.19,9.19,9.19,9.19,9.19,0.00,0.00,297.64,-3.45,4,0,0,0,0,0,0,8.64,0,3,100,68,0,1,3,250,250,54,56,0,1,3,0,0,0,
45.16,8.74,8.85,8.74,8.85,8.85,8.85,-0.11,0.00,297.67,-3.82,4,0,0,0,0,0,0,8.76,0,3,100,68,0,1,3,250,250,55,56,0,1,3,1,0,0,
45.18,8.52,8.41,8.41,8.63,8.63,8.63,-0.22,-0.11,297.72,0.00,4,1,0,0,0,0,0,8.94,0,3,100,68,0,1,3,250,250,54,55,0,1,3,1,0,0,
45.20,8.18,8.18,8.18,8.29,8.29,8.29,-0.11,-0.11,297.77,-4.64,4,2,0,0,0,0,0,9.18,0,3,100,68,0,1,3,250,250,54,55,0,1,3,1,0,0,
45.22,8.07,8.07,8.07,7.96,8.07,7.96,0.10,0.10,297.82,-4.22,4,1,0,0,0,0,0,9.30,0,3,100,68,0,1,3,250,250,55,55,0,1,3,1,0,0,
45.25,7.73,7.73,7.73,7.73,7.73,7.73,0.00,0.00,297.86,-4.12,4,0,0,0,0,0,0,9.45,0,3,100,68,0,1,3,250,250,55,55,0,1,3,1,0,0,
45.26,7.51,7.39,7.39,7.39,7.51,7.39,0.00,0.10,297.90,-4.28,4,0,0,0,0,0,0,9.53,0,3,100,68,0,1,3,250,250,54,50,0,1,3,1,0,0,
45.28,7.17,7.17,7.17,7.06,7.17,7.06,0.10,0.10,297.94,-4.35,4,0,0,0,0,0,0,9.61,0,3,100,68,0,1,3,250,250,49,49,0,1,3,1,0,0,
45.30,7.06,7.17,7.06,6.95,7.06,6.95,0.10,0.22,297.98,-3.87,4,1,0,0,0,0,0,9.56,0,3,100,68,0,1,3,250,250,46,49,0,1,3,1,0,0,
45.32,6.95,6.83,6.83,6.72,6.72,6.72,0.10,0.22,298.03,-3.66,4,2,0,0,0,0,0,9.36,0,3,100,68,0,1,3,250,250,46,49,0,1,3,0,0,0,
